,institution,id,order,family,genus,scientificName,countryOrigin,description
157,RAMM,8301,Lepidoptera,ARCTIIDAE,Arctia,Arctia villica,United Kingdom: England,The bright yellow underwings warn predators that it is distasteful to eat. The cream spots on its forewings help to camouflage it when it is at rest. This specimen was collected by C W Holcroft in May 1971 using a mercury vapour light.
158,RAMM,8591,Lepidoptera,PIERIDAE,Teracolus,Teracolus fausta,,In 1939 this salmon Arab butterfly was given to RAMM by the Trustees of the British Museum. It was originally part of the Zell collection.
159,RAMM,8304,Lepidoptera,ARCTIIDAE,Arctia,Arctia villica,United Kingdom: England,The bright yellow underwings warn predators that it is distasteful to eat. The cream spots on its forewings help to camouflage it when it is at rest. This specimen was collected by C. W. Holcroft in June 1954 using a mercury vapour light.
161,RAMM,8592,Lepidoptera,PIERIDAE,Dercus,Dercus enara,"China, People's Republic of","In 1893 this vivid butterfly was collected in Omei-shan, central China, and was deposited in H.J. Elwes‰Ûª collection. It was later given to Blanchford who donated his collection to RAMM."
162,RAMM,8599,Lepidoptera,NYMPHALIDAE,Prothoe,Prothoe australis,New Guinea: Irian Jaya,"This butterfly was collected on Dobo, the largest of the Indonesian Aru Islands. It is part of Major GK Hebbet‰Ûªs collection."
163,RAMM,8601,Lepidoptera,NYMPHALIDAE,Prothoe,Prothoe franckii,Indonesia,"This butterfly was collected in the mountains at Djampangs in Java on April 30th, though we are not sure which year. It is part of Mr Blanchford‰Ûªs collection."
164,RAMM,8606,Lepidoptera,NYMPHALIDAE,Satyrus,Satyrus neomiris,France,Miss Hinchliffe collected this butterfly at Vizzarona in Corsica in July 1893.
165,RAMM,8608,Lepidoptera,LYCAENIDAE,Tomares,Tomares ballus,,Major CP Bradshaw collected this tiny specimen in April 1927 and it was donated to the Museum in 1933 with other specimens from his collections.
167,RAMM,8306,Lepidoptera,ARCTIIDAE,Arctia,Arctia villica,United Kingdom: England,The bright yellow underwings warn predators that it is distasteful to eat. The cream spots on its forewings help to camouflage it when it is at rest. This specimen was collected by C. W. Holcroft in June 1954 using a mercury vapour light.
168,RAMM,8308,Lepidoptera,ARCTIIDAE,Arctia,Arctia villica,United Kingdom: England,The bright yellow underwings warn predators that it is distasteful to eat. The cream spots on its forewings help to camouflage it when it is at rest. This specimen was collected by C. W. Holcroft in May 1954 using a mercury vapour light.
169,RAMM,8310,Lepidoptera,ARCTIIDAE,Arctia,Arctia caja,United Kingdom: England,The brightly orange or yellow underwings warn predators that this moth is distasteful to eat. This specimen was collected by C. W. Holcroft as a larva in May 1900.
170,RAMM,8312,Lepidoptera,ARCTIIDAE,Arctia,Arctia caja,United Kingdom: England,The brightly orange or yellow underwings warn predators that this moth is distasteful to eat. This specimen was collected by C. W. Holcroft June 1954 using a mercury vapour lamp.
171,RAMM,8314,Lepidoptera,ARCTIIDAE,Arctia,Arctia caja,United Kingdom: England,The bright orange or yellow underwings warn predators that this moth is distasteful to eat. This specimen was collected by C. W. Holcroft August 1954 using a mercury vapour lamp.
172,RAMM,8315,Lepidoptera,ARCTIIDAE,Arctia,Arctia caja,United Kingdom: England,The bright orange or yellow underwings warn predators that this moth is distasteful to eat. This specimen was collected by C. W. Holcroft August 1954 using a mercury vapour lamp.
173,RAMM,8316,Lepidoptera,ARCTIIDAE,Arctia,Arctia caja,United Kingdom: England,The bright orange or yellow underwings warn predators that this moth is distasteful to eat. This specimen was collected by C. W. Holcroft July 1964 using a mercury vapour lamp.
174,RAMM,8621,Lepidoptera,NYMPHALIDAE,Vanessa,Vanessa kershawi,New Zealand,"The Australian painted lady is only an occasional vagrant to New Zealand - blown across the sea from Australia. It is in the same genus, Vanessa, as the painted lady that occurs in the UK. It was collected in the Tararua Mountains which run parallel to the east coast of the North Island and range from East cape in the north to Wellington in the south."
175,RAMM,8319,Lepidoptera,ARCTIIDAE,Arctia,Arctia caja,United Kingdom: England,The bright orange or yellow underwings warn predators that this moth is distasteful to eat. This specimen was collected by C. W. Holcroft August 1953 using a mercury vapour lamp.
176,RAMM,8321,Lepidoptera,ARCTIIDAE,Parasemia,Parasemia plantaginis,United Kingdom: England,The brightly coloured underwings warn predators that this moth is distasteful to eat. This specimen was collected by C. W. Holcroft June 1902.
177,RAMM,8322,Lepidoptera,ARCTIIDAE,Parasemia,Parasemia plantaginis,United Kingdom: England,The brightly coloured underwings warn predators that this moth is distasteful to eat. This specimen was collected by C. W. Holcroft June 1902.
178,RAMM,8323,Lepidoptera,ARCTIIDAE,Parasemia,Parasemia plantaginis,United Kingdom: England,The brightly coloured underwings warn predators that this moth is distasteful to eat. This specimen was collected by C. W. Holcroft June 1902.
184,RAMM,8326,Lepidoptera,ARCTIIDAE,Phragmatobia,Phragmatobia fuliginosa,United Kingdom: England,"The brightly coloured underwings warn predators that this moth is distasteful to eat, though in northern England the wings may be entirely grey. This specimen was collected by C. W. Holcroft August 1953."
186,RAMM,8329,Lepidoptera,ARCTIIDAE,Phragmatobia,Phragmatobia fuliginosa,United Kingdom: England,"The brightly coloured underwings warn predators that this moth is distasteful to eat, though in northern England the wings may be entirely grey. This specimen was collected by C. W. Holcroft August 1954 using a mercury vapour light."
187,RAMM,8331,Lepidoptera,ARCTIIDAE,Phragmatobia,Phragmatobia fuliginosa,United Kingdom: England,"The brightly coloured underwings warn predators that this moth is distasteful to eat, though in northern England the wings may be entirely grey. This specimen was collected by C. W. Holcroft June 1902."
189,RAMM,8333,Lepidoptera,NYMPHALIDAE,Vanessa,Vanessa atalanta,United Kingdom: England,This butterfly is often found in gardens and other flowery places. In late summer and autumn it is very fond of feeding on fallen apples and other over ripe fruit. It will hibernate over the winter.
190,RAMM,8335,Lepidoptera,NYMPHALIDAE,Inachis,Inachis io,United Kingdom: England,The peacock butterfly gets its name from the spectacular eyes on the upper side of its wings that resemble a peacock‰Ûªs tail feathers. The underside of its wings are very dark brown in colour and act as camouflage when its wings are closed.
191,RAMM,8339,Lepidoptera,NOCTUIDAE,Noctua,Noctua pronuba,United Kingdom: England,This moth was collected by Alexander Baynes at Tiverton in July 1958. Large yellow underwing moths are readily attracted to light. The caterpillars feed on a variety of herbaceous plants and grasses.
192,RAMM,8340,Lepidoptera,GEOMETRIDAE,Ourapteryx,Ourapteryx sambucaria,United Kingdom: England,This moth was collected by Alexander Baynes at Herford in July 1960. It is one of Britain‰Ûªs largest Geometrid moths and only flied at night. Its larvae mainly feeds on ivy.
193,RAMM,8343,Lepidoptera,NOTODONTIDAE,Pheosia,Pheosia cf. gnoma,United Kingdom: England,This moth was collected in Hertford by Alexander Baynes in March 1959. The larvae of the lesser swallow prominent feed on birch.
195,RAMM,8347,Lepidoptera,GELECHIIDAE,Recurvaria,Recurvaria triparella,United Kingdom: England,"This is a type of micro moth, so named because its wing span is just 1 cm. This specimen was collected by Edward Fairfax Studd in July 1902 at Oxton in Devon. I was donated to RAMM with the rest of his collection in 1942."
196,RAMM,8348,Lepidoptera,GELECHIIDAE,Lita,Lita artemisiella,United Kingdom: England,"This is a type of micro moth, so named because its wing span is just 1 cm. This specimen was collected by F.H. Day in May 1897 Bowness Moss in England. It was donated to RAMM as part of Edward Fairfax Studd‰Ûªs collection in 1942."
197,RAMM,8349,Lepidoptera,PLUTELLIDAE,Plutella,Plutella dalella,United Kingdom: England,"This is a type of micro moth, so named because its wing span is just 1 cm. This specimen was collected by N. Richardson in 1896 at Portland. It was donated to RAMM as part of Edward Fairfax Studd‰Ûªs collection in 1942."
200,RAMM,8350,Lepidoptera,LEPIDOPTERA: Harpipteryx nemorella,Harpipteryx,Harpipteryx nemorella,United Kingdom: England,"The wing span of this moth is just 1 cm, hence it is among the ‰Û÷micro moths‰Ûª. This specimen was collected by Edward Fairfax Studd in July 1899 at Oxton in Devon. It was donated to the RAMM along with the rest of his collection in 1942."
201,RAMM,8351,Lepidoptera,LEPIDOPTERA: Theristis mucronella,Theristis,Theristis mucronella,United Kingdom: England,The wing span of this moth is just 2.5 cm. This specimen was collected by Edward Fairfax Studd  in August 1899 at Oxton in Devon. It was donated to the RAMM by his wife along with the rest of his collection in 1942.
202,RAMM,8625,Lepidoptera,NYMPHALIDAE,Vanessa,Vanessa gonerilla,New Zealand,"The Maori name for this species is kahukura and it is only found in New Zealand. This species is in the same genus, Vanessa, as the red admiral butterfly that occurs in the UK. Donated by the trustees of the British Museum Natural History (now known as the Natural History Museum, London.)"
205,RAMM,8626,Lepidoptera,NYMPHALIDAE,Vanessa,Vanessa gonerilla,New Zealand,"The Maori name for this species is kahukura and it is only found in New Zealand. This species is in the same genus, Vanessa, as the red admiral butterfly that occurs in the UK. Donated by the trustees of the British Museum Natural History (now known as the Natural History Museum, London.)"
206,RAMM,8353,Lepidoptera,SATURNIIDAE,Actias,Actias selene,Sri Lanka,This beautiful moth was collected by Miss Marker in Sri Lanka. It type of silk moth and makes a silken cocoon to protect itself during metamorphosis. The moth has no functioning mouth parts and must rely on energy stored as a caterpillar.
207,RAMM,15439,Lepidoptera,SPHINGIDAE,Agrius,Agrius convolvuli,United Kingdom: England,Hawk-moth collected at Lulworth in 1901. In LD Symington‰Ûªs collection.
208,RAMM,15452,Lepidoptera,SPHINGIDAE,Sphinx,Sphinx ligustri,United Kingdom: England,Major AB Gay found hawk-moth eggs on privet in Exeter. He bred this larva (caterpillar) from the eggs and preserved it 1 August 1937.
209,RAMM,15453,Lepidoptera,SPHINGIDAE,Sphinx,Sphinx ligustri,United Kingdom: England,Hawk-moth larva (caterpillar) found on privet by Major AB Gay 28 July 1937.
213,RAMM,15455,Lepidoptera,SPHINGIDAE,Sphinx,Sphinx ligustri,United Kingdom: England,Hawk-moth larva (caterpillar) bred from eggs found on privet by Major AB Gay July 1937.
214,RAMM,8354,Lepidoptera,SATURNIIDAE,Archaeoattacus,Archaeoattacus edwardsii,,This moth was collected before 1863 by  Colonel John Graham. The Edward‰Ûªs atlas moth is an enormous species with beautiful rich wing colouration. The moths do not feed when adult and must rely on energy they stored as a caterpillar.
218,RAMM,15457,Lepidoptera,SPHINGIDAE,Acherontia,Acherontia atropos,United Kingdom: England,"Hawk-moth collected in Rougemont Grounds, Exeter ion October 1924 by Mr A Browne."
219,RAMM,15458,Lepidoptera,SPHINGIDAE,Acherontia,Acherontia atropos,United Kingdom: England,Hawk-moth found dead in a garden on Exeter‰Ûªs Monk‰Ûªs Road on 12 September 1982.
220,RAMM,15465,Lepidoptera,SPHINGIDAE,Agrius,Agrius convolvuli,United Kingdom: England,Hawk-moth presumed collected by Major AB Gay August 1922 at Lapford.
221,RAMM,15482,Lepidoptera,SPHINGIDAE,Mimas,Mimas tiliae,United Kingdom: England,Hawk-moth from Dr RV Solly‰Ûªs collection. He found it in the ground as a pupa in 1915. In 1916 it emerged as an adult.
222,RAMM,17183,Lepidoptera,NYMPHALIDAE,Acrophthalmia,Acrophthalmia artemis chione,Indonesia,Butterfly collected by Alfred Russel Wallace
223,RAMM,17184,Lepidoptera,NYMPHALIDAE,Acrophthalmia,Acrophthalmia artemis chione,Indonesia,Butterfly collected by Alfred Russel Wallace
224,RAMM,17185,Lepidoptera,NYMPHALIDAE,Acrophthalmia,Acrophthalmia artemis chione,Maluku,Butterfly collected by Alfred Russel Wallace
225,RAMM,17186,Lepidoptera,NYMPHALIDAE,Lamasia,Lamasia lyncides,Indonesia,Butterfly collected by Alfred Russel Wallace
228,RAMM,8359,Lepidoptera,SESIIDAE,Sesia,Sesia apiformis,United Kingdom: England,This hornet moth was collected in Cambridgeshire by Mr. F. Blanchford. By resembling a hornet it fools predators into thinking it can sting.
233,RAMM,15490,Lepidoptera,SPHINGIDAE,Mimas,Mimas tiliae,United Kingdom: England,Hawk-moth from Dr RV Solly‰Ûªs collection. He found it in the ground as a pupa in 1916. Later in 1916 it emerged as an adult.
236,RAMM,15501,Lepidoptera,SPHINGIDAE,Mimas,Mimas tiliae,United Kingdom: England,Hawk-moth from Dr RV Solly‰Ûªs collection. He found it in the ground as a pupa in 1916 and it emerged as an adult in 1917.
238,RAMM,19472,Lepidoptera,HESPERIIDAE,Carterocephalus,Carterocephalus palaemon,United Kingdom: England,"This specimen is from Monks Wood. The chequered skipper became extinct in England around 1976, reintroduction trials began 1990. It can still be found in Scotland."
